id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,release_date,album_id,album_name,track_number,preview_url
56n21o9wtl9IjFVsGe7BG1,0.573,0.354,9,-9.987,0,0.0338,0.807,0.0,0.0881,0.262,128.394,237264,4,False,56,2019-11-28,4dWNdvNAXN93v6Rcz4wSmb,Thuận Theo Ý Trời,1,https://p.scdn.co/mp3-preview/bfc8cbffe81d96881ed15c8c1b151eddcd610aba?cid=29942d75c20b46b9b01eb4cd31edff20
1EmMFSLRVkOszCa4ul9z0F,0.663,0.344,0,-14.025,1,0.0495,0.922,0.00298,0.0916,0.469,135.904,240000,4,False,63,2021-07-31,5fvs6ZOlCkfOa6zZ9jvXAb,"3107 3 (feat. Nâu, titie, Dươngg)",1,
38rjRVqEHSlDRrDWDvjkqW,0.541,0.339,1,-6.499,1,0.0268,0.742,0.000109,0.186,0.215,135.757,257647,4,False,52,2022-09-09,4nfpHvg7KFcAUTg6yajpvN,Một Vạn Năm,6,https://p.scdn.co/mp3-preview/c42a5f5238202ffd5d7a6d8b0e9ec3ae6a60e74c?cid=29942d75c20b46b9b01eb4cd31edff20
2dHoVW9AxJVSRebPRyV2aA,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,207164,4,False,70,2021-03-12,5BQcoDfcZ8aBcikYX9B7Ob,R,2,https://p.scdn.co/mp3-preview/3cd9c2c0ba00347370330aa9916866f4c6f962cb?cid=29942d75c20b46b9b01eb4cd31edff20
5RuZw8NsvI4BSlmI2yqgeS,0.685,0.638,5,-8.391,0,0.193,0.0782,0.0,0.197,0.335,170.046,255278,4,False,48,2023-08-09,4YSxnHCean6ZAsYwB1V9nW,Rap Việt Mùa 3 - Vòng 2,15,https://p.scdn.co/mp3-preview/173946cd2eda20638c8f334875397d00810aabb8?cid=29942d75c20b46b9b01eb4cd31edff20
3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,231247,3,True,88,2023-06-29,4jox3ip1I39DFC2B7R5qLH,GÉNESIS,16,https://p.scdn.co/mp3-preview/ddfc616c4bdbca8cd4b407b60bf6878e15b0d499?cid=29942d75c20b46b9b01eb4cd31edff20
2qWP5ZarXRsdmxzz3L3BtP,0.421,0.568,5,-5.462,1,0.0588,0.758,0.00016,0.257,0.384,200.049,222000,4,False,59,2022-07-24,1w74ARpNNB3ybFNhs4qWmV,Hương Mùa Hè,17,
6QT6j7rKt7Vk3IuV2AUO9W,0.455,0.379,3,-7.628,1,0.0341,0.803,0.0,0.109,0.413,76.967,177212,4,False,87,2023-09-08,1xJHno7SmdVtZAtXbdbDZp,GUTS,4,
6W9l02gRsXVxzIuQC1oc1X,0.554,0.854,2,-4.338,1,0.0561,0.00394,1.78e-06,0.0798,0.594,123.926,199422,4,True,86,2023-09-08,1xJHno7SmdVtZAtXbdbDZp,GUTS,11,
2UW7JaomAMuX9pZrjVpHAU,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,234353,4,True,93,2023-03-17,6aBVGuOUEuX18rHxyDWbti,La Bebe (Remix),1,https://p.scdn.co/mp3-preview/57c5d5266219b32d455ed22417155bbabde7170f?cid=29942d75c20b46b9b01eb4cd31edff20
5aIVCx5tnk0ntmdiinnYvw,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,200256,4,False,85,2023-07-28,22sXXkKgjEuawIFL1e1tRw,Water,1,https://p.scdn.co/mp3-preview/92479d43666b31ca72b7e2a4fad74568f98ee41e?cid=29942d75c20b46b9b01eb4cd31edff20
7j4OmvkjRz0PrjFADlHfQx,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,4,False,43,2011-01-19,4HYlttFwVHZaz7gguxaN9H,21,5,https://p.scdn.co/mp3-preview/6fc68c105e091645376471727960d2ba3cd0ee01?cid=29942d75c20b46b9b01eb4cd31edff20
5sp71CUt0jXRNqHblPGp7b,0.385,0.873,1,-3.331,1,0.069,0.0557,0.0,0.353,0.469,120.393,203369,4,False,87,2023-09-08,1xJHno7SmdVtZAtXbdbDZp,GUTS,5,
5AqiaZwhmC6dIbgWrD5SzV,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966,187660,3,True,88,2023-06-01,5dKPhEYBhP8j85HcxQfaw6,"Peso Pluma: Bzrp Music Sessions, Vol. 55",1,https://p.scdn.co/mp3-preview/9d61998a29c2e8b52a7d46885352f5507eb219e2?cid=29942d75c20b46b9b01eb4cd31edff20
